,high_density,low_density,random_sample
high_density,0.0,2.572284351490042e-06,2.517393052869755e-06
low_density,-2.572284351490042e-06,0.0,-5.489129862028697e-08
random_sample,-2.517393052869755e-06,5.489129862028697e-08,0.0
