,high_density,low_density,random_sample
high_density,0.0,7.1228856870803075e-06,-5.994339617968619e-07
low_density,-7.1228856870803075e-06,0.0,-7.72231964887717e-06
random_sample,5.994339617968619e-07,7.72231964887717e-06,0.0
