,high_density,low_density,random_sample
high_density,0.0,9.713354544239189e-06,1.6583643685744599e-06
low_density,-9.713354544239189e-06,0.0,-8.054990175664729e-06
random_sample,-1.6583643685744599e-06,8.054990175664729e-06,0.0
