,high_density,low_density,random_sample
high_density,0.0,-5.926657249731619e-06,-4.849572537190476e-06
low_density,5.926657249731619e-06,0.0,1.0770847125411438e-06
random_sample,4.849572537190476e-06,-1.0770847125411438e-06,0.0
