,high_density,low_density,random_sample
high_density,0.0,-8.020959910194922e-10,5.0038368906912465e-11
low_density,8.020959910194922e-10,0.0,8.521343599264046e-10
random_sample,-5.0038368906912465e-11,-8.521343599264046e-10,0.0
