,high_density,low_density,random_sample
high_density,0.0,-3.760277328576341e-05,-2.9104664743007016e-05
low_density,3.760277328576341e-05,0.0,8.498108542756393e-06
random_sample,2.9104664743007016e-05,-8.498108542756393e-06,0.0
