,high_density,low_density,random_sample
high_density,5.313189774085505e-05,-0.00020696613739744392,0.0001347404728980592
low_density,0.0002785664784855626,4.0739994402728e-05,0.0004059641186321971
random_sample,-2.9137448483866432e-06,-0.00020662544397538176,5.046254953171129e-05
