,high_density,low_density,random_sample
high_density,0.0,5.0176752473994005e-06,-8.14108683366648e-06
low_density,-5.0176752473994005e-06,0.0,-1.315876208106588e-05
random_sample,8.14108683366648e-06,1.315876208106588e-05,0.0
