,high_density,low_density,random_sample
high_density,0.0,-2.0168401044214426e-06,-6.173793306683064e-06
low_density,2.0168401044214426e-06,0.0,-4.156953202261621e-06
random_sample,6.173793306683064e-06,4.156953202261621e-06,0.0
