,high_density,low_density,random_sample
high_density,0.0,0.0022328326527139707,0.0004874374680959683
low_density,0.00013085119959162757,0.0,-0.00046691339118597874
random_sample,4.147098859962641e-05,0.0017175306278713642,0.0
