,high_density,low_density,random_sample
high_density,-0.00011133694418494622,0.0010052867937019485,0.00019722633753295696
low_density,-0.0014908252714780613,2.235115416118585e-05,-0.0010624366987883368
random_sample,-0.0005837660968573069,0.0007004651560566793,3.359435886544415e-05
